dataset,method,classifier,fold,kfold,fmin,gmin,max_size,svc_C,pattern_type,closed_multiset,accuracy,pattern_number,extraction_time,time
asl-bu,occurrence,SVC,3,5,0.5,0.0,0,0.01,relevant,False,0.367816091954023,434,149.59578010701807,179.05734744599613
asl-bu,occurrence,SVC,3,5,0.5,0.0,0,0.1,relevant,False,0.3793103448275862,434,149.59578010701807,179.0583608320012
asl-bu,occurrence,SVC,3,5,0.5,0.0,0,1,relevant,False,0.5402298850574713,434,149.59578010701807,179.0415219669958
asl-bu,occurrence,SVC,3,5,0.5,0.0,0,10,relevant,False,0.6436781609195402,434,149.59578010701807,179.02557617399725
asl-bu,occurrence,SVC,3,5,0.5,0.0,0,100,relevant,False,0.6436781609195402,434,149.59578010701807,179.01985786001023
asl-bu,occurrence,SVC,3,5,0.5,0.0,0,1000,relevant,False,0.6436781609195402,434,149.59578010701807,179.0185112600011
asl-bu,occurrence,SVC,4,5,0.5,0.0,0,0.001,relevant,False,0.367816091954023,574,279.5373848800082,318.3410581479984
asl-bu,occurrence,SVC,4,5,0.5,0.0,0,0.01,relevant,False,0.367816091954023,574,279.5373848800082,318.3440139630111
asl-bu,occurrence,SVC,4,5,0.5,0.0,0,0.1,relevant,False,0.39080459770114945,574,279.5373848800082,318.34664977001376
asl-bu,occurrence,SVC,4,5,0.5,0.0,0,1,relevant,False,0.5862068965517241,574,279.5373848800082,318.33799376701063
asl-bu,occurrence,SVC,4,5,0.5,0.0,0,10,relevant,False,0.6551724137931034,574,279.5373848800082,318.3169690150098
asl-bu,occurrence,SVC,4,5,0.5,0.0,0,100,relevant,False,0.6436781609195402,574,279.5373848800082,318.3076162520156
asl-bu,occurrence,SVC,4,5,0.5,0.0,0,1000,relevant,False,0.5977011494252874,574,279.5373848800082,318.30353344400646
asl-bu,occurrence,SVC,0,5,0.5,0.0,0,0.001,relevant,True,0.367816091954023,387,30.76135174401861,55.529553942003986
asl-bu,occurrence,SVC,0,5,0.5,0.0,0,0.01,relevant,True,0.367816091954023,387,30.76135174401861,55.53162483499909
asl-bu,occurrence,SVC,0,5,0.5,0.0,0,0.1,relevant,True,0.40229885057471265,387,30.76135174401861,55.535778877005214
asl-bu,occurrence,SVC,0,5,0.5,0.0,0,1,relevant,True,0.5862068965517241,387,30.76135174401861,55.5227772250073
asl-bu,occurrence,SVC,0,5,0.5,0.0,0,10,relevant,True,0.6666666666666666,387,30.76135174401861,55.50683109101374
asl-bu,occurrence,SVC,0,5,0.5,0.0,0,100,relevant,True,0.7011494252873564,387,30.76135174401861,55.49991837600828
asl-bu,occurrence,SVC,0,5,0.5,0.0,0,1000,relevant,True,0.6666666666666666,387,30.76135174401861,55.49994938299642
asl-bu,occurrence,SVC,1,5,0.5,0.0,0,0.001,relevant,True,0.367816091954023,495,22.726615499981563,54.447723083983874
asl-bu,occurrence,SVC,1,5,0.5,0.0,0,0.01,relevant,True,0.367816091954023,495,22.726615499981563,54.45003656699555
asl-bu,occurrence,SVC,1,5,0.5,0.0,0,0.1,relevant,True,0.40229885057471265,495,22.726615499981563,54.4527914209757
asl-bu,occurrence,SVC,1,5,0.5,0.0,0,1,relevant,True,0.6091954022988506,495,22.726615499981563,54.440749460991356
asl-bu,occurrence,SVC,1,5,0.5,0.0,0,10,relevant,True,0.6091954022988506,495,22.726615499981563,54.42508635598642
asl-bu,occurrence,SVC,1,5,0.5,0.0,0,100,relevant,True,0.6091954022988506,495,22.726615499981563,54.419204446981894
asl-bu,occurrence,SVC,1,5,0.5,0.0,0,1000,relevant,True,0.6436781609195402,495,22.726615499981563,54.416841867991025
asl-bu,occurrence,SVC,2,5,0.5,0.0,0,0.001,relevant,True,0.367816091954023,911,34.98161094698298,94.62490062200231
asl-bu,occurrence,SVC,2,5,0.5,0.0,0,0.01,relevant,True,0.367816091954023,911,34.98161094698298,94.64235849800752
asl-bu,occurrence,SVC,2,5,0.5,0.0,0,0.1,relevant,True,0.39080459770114945,911,34.98161094698298,94.63673389100586
asl-bu,occurrence,SVC,2,5,0.5,0.0,0,1,relevant,True,0.41379310344827586,911,34.98161094698298,94.60436973601463
asl-bu,occurrence,SVC,2,5,0.5,0.0,0,10,relevant,True,0.6436781609195402,911,34.98161094698298,94.57130467200477
asl-bu,occurrence,SVC,2,5,0.5,0.0,0,100,relevant,True,0.7011494252873564,911,34.98161094698298,94.55787464200694
asl-bu,occurrence,SVC,2,5,0.5,0.0,0,1000,relevant,True,0.7011494252873564,911,34.98161094698298,94.55246042100771
asl-bu,occurrence,SVC,3,5,0.5,0.0,0,0.001,relevant,True,0.367816091954023,444,24.320357851000153,52.73811836898676
asl-bu,occurrence,SVC,3,5,0.5,0.0,0,0.01,relevant,True,0.367816091954023,444,24.320357851000153,52.74139182901126
asl-bu,occurrence,SVC,3,5,0.5,0.0,0,0.1,relevant,True,0.40229885057471265,444,24.320357851000153,52.740225094006746
asl-bu,occurrence,SVC,3,5,0.5,0.0,0,1,relevant,True,0.5862068965517241,444,24.320357851000153,52.72253345500212
asl-bu,occurrence,SVC,3,5,0.5,0.0,0,10,relevant,True,0.5517241379310345,444,24.320357851000153,52.704681695002364
asl-bu,occurrence,SVC,3,5,0.5,0.0,0,100,relevant,True,0.5862068965517241,444,24.320357851000153,52.70570101500198
asl-bu,occurrence,SVC,3,5,0.5,0.0,0,1000,relevant,True,0.5632183908045977,444,24.320357851000153,52.70047867798712
asl-bu,occurrence,SVC,4,5,0.5,0.0,0,0.001,relevant,True,0.367816091954023,427,24.2574578650092,51.55576907900104
asl-bu,occurrence,SVC,4,5,0.5,0.0,0,0.01,relevant,True,0.367816091954023,427,24.2574578650092,51.555790309008444
asl-bu,occurrence,SVC,4,5,0.5,0.0,0,0.1,relevant,True,0.39080459770114945,427,24.2574578650092,51.55643705600232
asl-bu,occurrence,SVC,4,5,0.5,0.0,0,1,relevant,True,0.6206896551724138,427,24.2574578650092,51.54247475799639
asl-bu,occurrence,SVC,4,5,0.5,0.0,0,10,relevant,True,0.6551724137931034,427,24.2574578650092,51.52432597900042
asl-bu,occurrence,SVC,4,5,0.5,0.0,0,100,relevant,True,0.6436781609195402,427,24.2574578650092,51.52121734300454
asl-bu,occurrence,SVC,4,5,0.5,0.0,0,1000,relevant,True,0.5862068965517241,427,24.2574578650092,51.522897190006915
asl-bu,occurrence,SVC,0,5,0.5,0.0,4,0.001,relevant,False,0.367816091954023,690,21.155910398971173,67.43488376101595
asl-bu,occurrence,SVC,0,5,0.5,0.0,4,0.01,relevant,False,0.367816091954023,690,21.155910398971173,67.4537160720065
asl-bu,occurrence,SVC,0,5,0.5,0.0,4,0.1,relevant,False,0.41379310344827586,690,21.155910398971173,67.44806000000972
asl-bu,occurrence,SVC,0,5,0.5,0.0,4,1,relevant,False,0.5517241379310345,690,21.155910398971173,67.41801210300764
asl-bu,occurrence,SVC,0,5,0.5,0.0,4,10,relevant,False,0.6091954022988506,690,21.155910398971173,67.39249210101843
asl-bu,occurrence,SVC,0,5,0.5,0.0,4,100,relevant,False,0.6206896551724138,690,21.155910398971173,67.3806918830087
asl-bu,occurrence,SVC,0,5,0.5,0.0,4,1000,relevant,False,0.5747126436781609,690,21.155910398971173,67.37796756099851
asl-bu,occurrence,SVC,1,5,0.5,0.0,4,0.001,relevant,False,0.367816091954023,1272,20.728081540975836,105.63374315599503
asl-bu,occurrence,SVC,1,5,0.5,0.0,4,0.01,relevant,False,0.367816091954023,1272,20.728081540975836,105.63871139500407
asl-bu,occurrence,SVC,1,5,0.5,0.0,4,0.1,relevant,False,0.39080459770114945,1272,20.728081540975836,105.66665607600589
asl-bu,occurrence,SVC,1,5,0.5,0.0,4,1,relevant,False,0.4367816091954023,1272,20.728081540975836,105.61741203100246
asl-bu,occurrence,SVC,1,5,0.5,0.0,4,10,relevant,False,0.6436781609195402,1272,20.728081540975836,105.57290053799807
asl-bu,occurrence,SVC,1,5,0.5,0.0,4,100,relevant,False,0.6666666666666666,1272,20.728081540975836,105.54829557800258
asl-bu,occurrence,SVC,1,5,0.5,0.0,4,1000,relevant,False,0.632183908045977,1272,20.728081540975836,105.5413173029956
asl-bu,occurrence,SVC,2,5,0.5,0.0,4,0.001,relevant,False,0.367816091954023,931,16.53686401397863,78.9320451550011
asl-bu,occurrence,SVC,2,5,0.5,0.0,4,0.01,relevant,False,0.367816091954023,931,16.53686401397863,78.93440349699813
asl-bu,occurrence,SVC,2,5,0.5,0.0,4,0.1,relevant,False,0.367816091954023,931,16.53686401397863,78.94422277899866
asl-bu,occurrence,SVC,2,5,0.5,0.0,4,1,relevant,False,0.45977011494252873,931,16.53686401397863,78.93551823400776
asl-bu,occurrence,SVC,2,5,0.5,0.0,4,10,relevant,False,0.735632183908046,931,16.53686401397863,78.900538959002
asl-bu,occurrence,SVC,2,5,0.5,0.0,4,100,relevant,False,0.7011494252873564,931,16.53686401397863,78.87747670100362
asl-bu,occurrence,SVC,2,5,0.5,0.0,4,1000,relevant,False,0.6781609195402298,931,16.53686401397863,78.86969371399027
asl-bu,occurrence,SVC,3,5,0.5,0.0,4,0.001,relevant,False,0.367816091954023,774,18.46428430402011,70.5976368549891
asl-bu,occurrence,SVC,3,5,0.5,0.0,4,0.01,relevant,False,0.367816091954023,774,18.46428430402011,70.60048276899033
asl-bu,occurrence,SVC,3,5,0.5,0.0,4,0.1,relevant,False,0.3793103448275862,774,18.46428430402011,70.59954006999033
asl-bu,occurrence,SVC,3,5,0.5,0.0,4,1,relevant,False,0.5747126436781609,774,18.46428430402011,70.58139549799671
asl-bu,occurrence,SVC,3,5,0.5,0.0,4,10,relevant,False,0.632183908045977,774,18.46428430402011,70.5637984250061
asl-bu,occurrence,SVC,3,5,0.5,0.0,4,100,relevant,False,0.6551724137931034,774,18.46428430402011,70.552457288999
asl-bu,occurrence,SVC,3,5,0.5,0.0,4,1000,relevant,False,0.7126436781609196,774,18.46428430402011,70.54727029599599
asl-bu,occurrence,SVC,4,5,0.5,0.0,4,0.001,relevant,False,0.367816091954023,1085,19.61748367799737,92.0634834169905
asl-bu,occurrence,SVC,4,5,0.5,0.0,4,0.01,relevant,False,0.367816091954023,1085,19.61748367799737,92.05724663600267
asl-bu,occurrence,SVC,4,5,0.5,0.0,4,0.1,relevant,False,0.39080459770114945,1085,19.61748367799737,92.06433269800618
asl-bu,occurrence,SVC,4,5,0.5,0.0,4,1,relevant,False,0.45977011494252873,1085,19.61748367799737,92.03524760600703
asl-bu,occurrence,SVC,4,5,0.5,0.0,4,10,relevant,False,0.5862068965517241,1085,19.61748367799737,92.00767173599161
asl-bu,occurrence,SVC,4,5,0.5,0.0,4,100,relevant,False,0.632183908045977,1085,19.61748367799737,91.98256005199801
asl-bu,occurrence,SVC,4,5,0.5,0.0,4,1000,relevant,False,0.5977011494252874,1085,19.61748367799737,91.97339185900637
asl-bu,occurrence,SVC,0,5,0.5,0.0,4,0.001,relevant,True,0.367816091954023,191,16.12300498400873,27.723806256995886
asl-bu,occurrence,SVC,0,5,0.5,0.0,4,0.01,relevant,True,0.367816091954023,191,16.12300498400873,27.72569878998911
asl-bu,occurrence,SVC,0,5,0.5,0.0,4,0.1,relevant,True,0.4367816091954023,191,16.12300498400873,27.725040946999798
asl-bu,occurrence,SVC,0,5,0.5,0.0,4,1,relevant,True,0.6436781609195402,191,16.12300498400873,27.716161614007433
asl-bu,occurrence,SVC,0,5,0.5,0.0,4,10,relevant,True,0.7241379310344828,191,16.12300498400873,27.710054330993444
asl-bu,occurrence,SVC,0,5,0.5,0.0,4,100,relevant,True,0.6896551724137931,191,16.12300498400873,27.710179579007672
asl-bu,occurrence,SVC,0,5,0.5,0.0,4,1000,relevant,True,0.6781609195402298,191,16.12300498400873,27.71058922399243
asl-bu,occurrence,SVC,1,5,0.5,0.0,4,0.001,relevant,True,0.367816091954023,149,14.080557510998915,23.08916842000326
asl-bu,occurrence,SVC,1,5,0.5,0.0,4,0.01,relevant,True,0.367816091954023,149,14.080557510998915,23.090842866993626
asl-bu,occurrence,SVC,1,5,0.5,0.0,4,0.1,relevant,True,0.4367816091954023,149,14.080557510998915,23.09154815498914
asl-bu,occurrence,SVC,1,5,0.5,0.0,4,1,relevant,True,0.6436781609195402,149,14.080557510998915,23.083460016991012
asl-bu,occurrence,SVC,1,5,0.5,0.0,4,10,relevant,True,0.5977011494252874,149,14.080557510998915,23.0783914779895
asl-bu,occurrence,SVC,1,5,0.5,0.0,4,100,relevant,True,0.5862068965517241,149,14.080557510998915,23.07902997499332
asl-bu,occurrence,SVC,1,5,0.5,0.0,4,1000,relevant,True,0.5747126436781609,149,14.080557510998915,23.080019601999084
asl-bu,occurrence,SVC,2,5,0.5,0.0,4,0.001,relevant,True,0.367816091954023,189,13.89360949897673,25.52886600900092
asl-bu,occurrence,SVC,2,5,0.5,0.0,4,0.01,relevant,True,0.367816091954023,189,13.89360949897673,25.529435137010296
asl-bu,occurrence,SVC,2,5,0.5,0.0,4,0.1,relevant,True,0.4367816091954023,189,13.89360949897673,25.529480349010555
asl-bu,occurrence,SVC,2,5,0.5,0.0,4,1,relevant,True,0.5862068965517241,189,13.89360949897673,25.51853628900426
asl-bu,occurrence,SVC,2,5,0.5,0.0,4,10,relevant,True,0.5862068965517241,189,13.89360949897673,25.51075612400018
asl-bu,occurrence,SVC,2,5,0.5,0.0,4,100,relevant,True,0.5632183908045977,189,13.89360949897673,25.51091811200604
asl-bu,occurrence,SVC,2,5,0.5,0.0,4,1000,relevant,True,0.5517241379310345,189,13.89360949897673,25.51186702400446
asl-bu,occurrence,SVC,3,5,0.5,0.0,4,0.001,relevant,True,0.367816091954023,215,16.61537942099676,29.766513672002475
asl-bu,occurrence,SVC,3,5,0.5,0.0,4,0.01,relevant,True,0.367816091954023,215,16.61537942099676,29.768945449002786
asl-bu,occurrence,SVC,3,5,0.5,0.0,4,0.1,relevant,True,0.41379310344827586,215,16.61537942099676,29.76837449699815
asl-bu,occurrence,SVC,3,5,0.5,0.0,4,1,relevant,True,0.5747126436781609,215,16.61537942099676,29.758338975007064
asl-bu,occurrence,SVC,3,5,0.5,0.0,4,10,relevant,True,0.6436781609195402,215,16.61537942099676,29.752974520000862
asl-bu,occurrence,SVC,3,5,0.5,0.0,4,100,relevant,True,0.6781609195402298,215,16.61537942099676,29.752990375010995
asl-bu,occurrence,SVC,3,5,0.5,0.0,4,1000,relevant,True,0.6206896551724138,215,16.61537942099676,29.753824337996775
asl-bu,occurrence,SVC,4,5,0.5,0.0,4,0.001,relevant,True,0.367816091954023,171,15.763873309959308,26.085762718998012
asl-bu,occurrence,SVC,4,5,0.5,0.0,4,0.01,relevant,True,0.367816091954023,171,15.763873309959308,26.087696898001013
asl-bu,occurrence,SVC,4,5,0.5,0.0,4,0.1,relevant,True,0.41379310344827586,171,15.763873309959308,26.086743759020464
asl-bu,occurrence,SVC,4,5,0.5,0.0,4,1,relevant,True,0.6896551724137931,171,15.763873309959308,26.0780925170111
asl-bu,occurrence,SVC,4,5,0.5,0.0,4,10,relevant,True,0.6896551724137931,171,15.763873309959308,26.072459603019524
asl-bu,occurrence,SVC,4,5,0.5,0.0,4,100,relevant,True,0.6206896551724138,171,15.763873309959308,26.072587716014823
asl-bu,occurrence,SVC,4,5,0.5,0.0,4,1000,relevant,True,0.632183908045977,171,15.763873309959308,26.072850472002756
asl-bu,occurrence,SVC,0,5,0.5,1.0,0,0.001,relevant,False,0.367816091954023,53,103.1659707739891,107.03383799700532
asl-bu,occurrence,SVC,0,5,0.5,1.0,0,0.01,relevant,False,0.367816091954023,53,103.1659707739891,107.0342671880062
asl-bu,occurrence,SVC,0,5,0.5,1.0,0,0.1,relevant,False,0.367816091954023,53,103.1659707739891,107.03422991299885
asl-bu,occurrence,SVC,0,5,0.5,1.0,0,1,relevant,False,0.7011494252873564,53,103.1659707739891,107.03326539800037
asl-bu,occurrence,SVC,0,5,0.5,1.0,0,10,relevant,False,0.7241379310344828,53,103.1659707739891,107.02890311800002
asl-bu,occurrence,SVC,0,5,0.5,1.0,0,100,relevant,False,0.7241379310344828,53,103.1659707739891,107.02856474999862
asl-bu,occurrence,SVC,0,5,0.5,1.0,0,1000,relevant,False,0.7011494252873564,53,103.1659707739891,107.03063132399984
asl-bu,occurrence,SVC,1,5,0.5,1.0,0,0.001,relevant,False,0.367816091954023,71,68.50644738800474,73.54076088800502
asl-bu,occurrence,SVC,1,5,0.5,1.0,0,0.01,relevant,False,0.367816091954023,71,68.50644738800474,73.54217891901499
asl-bu,occurrence,SVC,1,5,0.5,1.0,0,0.1,relevant,False,0.367816091954023,71,68.50644738800474,73.5414615960035
asl-bu,occurrence,SVC,1,5,0.5,1.0,0,1,relevant,False,0.632183908045977,71,68.50644738800474,73.53887712702272
asl-bu,occurrence,SVC,1,5,0.5,1.0,0,10,relevant,False,0.6666666666666666,71,68.50644738800474,73.53419299700181
asl-bu,occurrence,SVC,1,5,0.5,1.0,0,100,relevant,False,0.6896551724137931,71,68.50644738800474,73.53409684900544
asl-bu,occurrence,SVC,1,5,0.5,1.0,0,1000,relevant,False,0.6666666666666666,71,68.50644738800474,73.53508010800579
asl-bu,occurrence,SVC,2,5,0.5,1.0,0,0.001,relevant,False,0.367816091954023,79,291.4991718809906,297.1234804949927
asl-bu,occurrence,SVC,2,5,0.5,1.0,0,0.01,relevant,False,0.367816091954023,79,291.4991718809906,297.12577488498937
asl-bu,occurrence,SVC,2,5,0.5,1.0,0,0.1,relevant,False,0.367816091954023,79,291.4991718809906,297.12198595298105
asl-bu,occurrence,SVC,2,5,0.5,1.0,0,1,relevant,False,0.6206896551724138,79,291.4991718809906,297.119839639985
asl-bu,occurrence,SVC,2,5,0.5,1.0,0,10,relevant,False,0.632183908045977,79,291.4991718809906,297.1138400489872
asl-bu,occurrence,SVC,2,5,0.5,1.0,0,100,relevant,False,0.632183908045977,79,291.4991718809906,297.1138564409921
asl-bu,occurrence,SVC,2,5,0.5,1.0,0,1000,relevant,False,0.6206896551724138,79,291.4991718809906,297.11452025298786
asl-bu,occurrence,SVC,3,5,0.5,1.0,0,0.001,relevant,False,0.367816091954023,76,144.93869953199464,150.26744034000149
asl-bu,occurrence,SVC,3,5,0.5,1.0,0,0.01,relevant,False,0.367816091954023,76,144.93869953199464,150.26829849599744
asl-bu,occurrence,SVC,3,5,0.5,1.0,0,0.1,relevant,False,0.367816091954023,76,144.93869953199464,150.2676709189982
asl-bu,occurrence,SVC,3,5,0.5,1.0,0,1,relevant,False,0.5862068965517241,76,144.93869953199464,150.26329134500702
asl-bu,occurrence,SVC,3,5,0.5,1.0,0,10,relevant,False,0.5862068965517241,76,144.93869953199464,150.2580790189968
asl-bu,occurrence,SVC,3,5,0.5,1.0,0,100,relevant,False,0.5862068965517241,76,144.93869953199464,150.25703318900196
asl-bu,occurrence,SVC,3,5,0.5,1.0,0,1000,relevant,False,0.5517241379310345,76,144.93869953199464,150.2576979999867
asl-bu,occurrence,SVC,4,5,0.5,1.0,0,0.001,relevant,False,0.367816091954023,59,103.75253366401012,107.99434725599713
asl-bu,occurrence,SVC,4,5,0.5,1.0,0,0.01,relevant,False,0.367816091954023,59,103.75253366401012,107.99456967999868
asl-bu,occurrence,SVC,4,5,0.5,1.0,0,0.1,relevant,False,0.367816091954023,59,103.75253366401012,107.99572982799145
asl-bu,occurrence,SVC,4,5,0.5,1.0,0,1,relevant,False,0.6781609195402298,59,103.75253366401012,107.99208937100775
asl-bu,occurrence,SVC,4,5,0.5,1.0,0,10,relevant,False,0.6551724137931034,59,103.75253366401012,107.9884444950003
asl-bu,occurrence,SVC,4,5,0.5,1.0,0,100,relevant,False,0.6781609195402298,59,103.75253366401012,107.98717023599602
asl-bu,occurrence,SVC,4,5,0.5,1.0,0,1000,relevant,False,0.6781609195402298,59,103.75253366401012,107.98921716299083
asl-bu,occurrence,SVC,0,5,0.5,1.0,0,0.001,relevant,True,0.367816091954023,43,27.02530612400733,29.883085631998256
asl-bu,occurrence,SVC,0,5,0.5,1.0,0,0.01,relevant,True,0.367816091954023,43,27.02530612400733,29.887843140997575
asl-bu,occurrence,SVC,0,5,0.5,1.0,0,0.1,relevant,True,0.4827586206896552,43,27.02530612400733,29.882959048001794
asl-bu,occurrence,SVC,0,5,0.5,1.0,0,1,relevant,True,0.6781609195402298,43,27.02530612400733,29.881814188993303
asl-bu,occurrence,SVC,0,5,0.5,1.0,0,10,relevant,True,0.7011494252873564,43,27.02530612400733,29.882567455992103
asl-bu,occurrence,SVC,0,5,0.5,1.0,0,100,relevant,True,0.6781609195402298,43,27.02530612400733,29.884072499000467
asl-bu,occurrence,SVC,0,5,0.5,1.0,0,1000,relevant,True,0.6666666666666666,43,27.02530612400733,29.886027846005163
asl-bu,occurrence,SVC,1,5,0.5,1.0,0,0.001,relevant,True,0.367816091954023,48,20.329895331000444,23.356798224995146
asl-bu,occurrence,SVC,1,5,0.5,1.0,0,0.01,relevant,True,0.367816091954023,48,20.329895331000444,23.356414895999478
asl-bu,occurrence,SVC,1,5,0.5,1.0,0,0.1,relevant,True,0.367816091954023,48,20.329895331000444,23.35837991099106
asl-bu,occurrence,SVC,1,5,0.5,1.0,0,1,relevant,True,0.5402298850574713,48,20.329895331000444,23.353339208988473
asl-bu,occurrence,SVC,1,5,0.5,1.0,0,10,relevant,True,0.5977011494252874,48,20.329895331000444,23.35194678400876
asl-bu,occurrence,SVC,1,5,0.5,1.0,0,100,relevant,True,0.5632183908045977,48,20.329895331000444,23.350830370996846
asl-bu,occurrence,SVC,1,5,0.5,1.0,0,1000,relevant,True,0.5862068965517241,48,20.329895331000444,23.35186393900949
asl-bu,occurrence,SVC,2,5,0.5,1.0,0,0.001,relevant,True,0.367816091954023,69,32.56849574201624,36.83242696200614
asl-bu,occurrence,SVC,2,5,0.5,1.0,0,0.01,relevant,True,0.367816091954023,69,32.56849574201624,36.831940707998
asl-bu,occurrence,SVC,2,5,0.5,1.0,0,0.1,relevant,True,0.367816091954023,69,32.56849574201624,36.83282249800686
asl-bu,occurrence,SVC,2,5,0.5,1.0,0,1,relevant,True,0.6551724137931034,69,32.56849574201624,36.82943239501037
asl-bu,occurrence,SVC,2,5,0.5,1.0,0,10,relevant,True,0.6551724137931034,69,32.56849574201624,36.82688324499759
asl-bu,occurrence,SVC,2,5,0.5,1.0,0,100,relevant,True,0.5977011494252874,69,32.56849574201624,36.82679398600885
asl-bu,occurrence,SVC,2,5,0.5,1.0,0,1000,relevant,True,0.6206896551724138,69,32.56849574201624,36.83003454601567
asl-bu,occurrence,SVC,3,5,0.5,1.0,0,0.001,relevant,True,0.367816091954023,51,21.079542059989762,24.29132792800374
asl-bu,occurrence,SVC,3,5,0.5,1.0,0,0.01,relevant,True,0.367816091954023,51,21.079542059989762,24.29206485800387
asl-bu,occurrence,SVC,3,5,0.5,1.0,0,0.1,relevant,True,0.367816091954023,51,21.079542059989762,24.293091361003462
asl-bu,occurrence,SVC,3,5,0.5,1.0,0,1,relevant,True,0.6551724137931034,51,21.079542059989762,24.29040766999242
asl-bu,occurrence,SVC,3,5,0.5,1.0,0,10,relevant,True,0.6666666666666666,51,21.079542059989762,24.287677572996472
asl-bu,occurrence,SVC,3,5,0.5,1.0,0,100,relevant,True,0.6781609195402298,51,21.079542059989762,24.288739834999433
asl-bu,occurrence,SVC,3,5,0.5,1.0,0,1000,relevant,True,0.6781609195402298,51,21.079542059989762,24.289636146990233
asl-bu,occurrence,SVC,4,5,0.5,1.0,0,0.001,relevant,True,0.367816091954023,114,30.310757026993087,37.12049078200653
asl-bu,occurrence,SVC,4,5,0.5,1.0,0,0.01,relevant,True,0.367816091954023,114,30.310757026993087,37.12101290099963
asl-bu,occurrence,SVC,4,5,0.5,1.0,0,0.1,relevant,True,0.367816091954023,114,30.310757026993087,37.1225340259989
asl-bu,occurrence,SVC,4,5,0.5,1.0,0,1,relevant,True,0.6091954022988506,114,30.310757026993087,37.1204459300061
asl-bu,occurrence,SVC,4,5,0.5,1.0,0,10,relevant,True,0.6896551724137931,114,30.310757026993087,37.1136566149944
asl-bu,occurrence,SVC,4,5,0.5,1.0,0,100,relevant,True,0.7126436781609196,114,30.310757026993087,37.11069451199728
asl-bu,occurrence,SVC,4,5,0.5,1.0,0,1000,relevant,True,0.6781609195402298,114,30.310757026993087,37.11213619200862
asl-bu,occurrence,SVC,0,5,0.5,1.0,4,0.001,relevant,False,0.367816091954023,55,16.82812918703712,20.806748488990706
asl-bu,occurrence,SVC,0,5,0.5,1.0,4,0.01,relevant,False,0.367816091954023,55,16.82812918703712,20.806483666980057
asl-bu,occurrence,SVC,0,5,0.5,1.0,4,0.1,relevant,False,0.367816091954023,55,16.82812918703712,20.806859304997488
asl-bu,occurrence,SVC,0,5,0.5,1.0,4,1,relevant,False,0.6781609195402298,55,16.82812918703712,20.804628375990433
asl-bu,occurrence,SVC,0,5,0.5,1.0,4,10,relevant,False,0.7011494252873564,55,16.82812918703712,20.8016329559905
asl-bu,occurrence,SVC,0,5,0.5,1.0,4,100,relevant,False,0.6781609195402298,55,16.82812918703712,20.801159161987016
asl-bu,occurrence,SVC,0,5,0.5,1.0,4,1000,relevant,False,0.6781609195402298,55,16.82812918703712,20.803116041992325
asl-bu,occurrence,SVC,1,5,0.5,1.0,4,0.001,relevant,False,0.367816091954023,107,18.736434934005956,26.13068621500861
asl-bu,occurrence,SVC,1,5,0.5,1.0,4,0.01,relevant,False,0.367816091954023,107,18.736434934005956,26.133800464012893
asl-bu,occurrence,SVC,1,5,0.5,1.0,4,0.1,relevant,False,0.367816091954023,107,18.736434934005956,26.134003317012684
asl-bu,occurrence,SVC,1,5,0.5,1.0,4,1,relevant,False,0.632183908045977,107,18.736434934005956,26.130557568991208
asl-bu,occurrence,SVC,1,5,0.5,1.0,4,10,relevant,False,0.6666666666666666,107,18.736434934005956,26.123469429003308
asl-bu,occurrence,SVC,1,5,0.5,1.0,4,100,relevant,False,0.6896551724137931,107,18.736434934005956,26.121053726994433
asl-bu,occurrence,SVC,1,5,0.5,1.0,4,1000,relevant,False,0.7011494252873564,107,18.736434934005956,26.122709413000848
asl-bu,occurrence,SVC,2,5,0.5,1.0,4,0.001,relevant,False,0.367816091954023,106,16.983349109985284,24.350885554013075
asl-bu,occurrence,SVC,2,5,0.5,1.0,4,0.01,relevant,False,0.367816091954023,106,16.983349109985284,24.352010563001386
asl-bu,occurrence,SVC,2,5,0.5,1.0,4,0.1,relevant,False,0.367816091954023,106,16.983349109985284,24.35176231301739
asl-bu,occurrence,SVC,2,5,0.5,1.0,4,1,relevant,False,0.5977011494252874,106,16.983349109985284,24.348965878016315
asl-bu,occurrence,SVC,2,5,0.5,1.0,4,10,relevant,False,0.5862068965517241,106,16.983349109985284,24.342645398006425
asl-bu,occurrence,SVC,2,5,0.5,1.0,4,100,relevant,False,0.6091954022988506,106,16.983349109985284,24.340206228007446
asl-bu,occurrence,SVC,2,5,0.5,1.0,4,1000,relevant,False,0.5862068965517241,106,16.983349109985284,24.341114332011784
asl-bu,occurrence,SVC,3,5,0.5,1.0,4,0.001,relevant,False,0.367816091954023,67,18.53213639401656,23.262512968998635
asl-bu,occurrence,SVC,3,5,0.5,1.0,4,0.01,relevant,False,0.367816091954023,67,18.53213639401656,23.26297925900144
asl-bu,occurrence,SVC,3,5,0.5,1.0,4,0.1,relevant,False,0.367816091954023,67,18.53213639401656,23.263520257984055
asl-bu,occurrence,SVC,3,5,0.5,1.0,4,1,relevant,False,0.6781609195402298,67,18.53213639401656,23.259339979995275
asl-bu,occurrence,SVC,3,5,0.5,1.0,4,10,relevant,False,0.6781609195402298,67,18.53213639401656,23.254915878991596
asl-bu,occurrence,SVC,3,5,0.5,1.0,4,100,relevant,False,0.7126436781609196,67,18.53213639401656,23.253750956995646
